Headline,Date
"Bank of Baroda plans to raise up to Rs 15,000 crore through bonds",Updated On :18 Nov 2023 | 9:29 PMIST
Banks to need Rs 84K cr excess capital: Economists on unsecured loan tweaks,Updated On :17 Nov 2023 | 10:37 PMIST
SBI sees minimal impact of tighter RBI's rules for personal loans,Updated On :17 Nov 2023 | 8:29 PMIST
"RBI tightens norms, raises risk weights for personal loans and credit cards",Updated On :16 Nov 2023 | 11:24 PMIST
IDBI Bank stake sale may not be completed by March 2024: Govt official,Updated On :16 Nov 2023 | 11:13 PMIST
"RBI bars Bajaj Finance from lending under eCOM, Insta EMI Card products",Updated On :15 Nov 2023 | 11:36 PMIST
Deposits mobilisation overtakes credit in fortnight; credit up 16%,Updated On :15 Nov 2023 | 10:19 PMIST
Govt may disinvest 5-10% in select PSBs to realise share market gains,Updated On :14 Nov 2023 | 9:36 AMIST
"Healthy outlook: Banks profit rises 33.5% to Rs 77,564 crore in Q2",Updated On :10 Nov 2023 | 11:24 PMISTPremium
ESAF Small Finance Bank shares gain 15% during stock market debut,Updated On :10 Nov 2023 | 4:49 PMIST
ICICI Bank gets RBI nod to make ICICI Securities wholly-owned subsidiary,Updated On :09 Nov 2023 | 8:01 PMIST
Indian banks' Viability Ratings to benefit from improved performance: Fitch,Updated On :09 Nov 2023 | 6:21 PMIST
A grainy picture: Tough to measure Covid's impact on poverty without data,Updated On :08 Nov 2023 | 10:06 PMISTPremium
Majority of CISOs in financial services sector experience gaps: Report,Updated On :07 Nov 2023 | 12:30 AMIST
'Every adult should be able to avail of credit through DPI by 2030',Updated On :06 Nov 2023 | 11:20 PMIST
PNB Housing Finance launches first all-woman branch at Chennai's Tambaram,Updated On :06 Nov 2023 | 9:53 PMIST
"Bob World curbs not denting business, says MD & CEO Debdatta Chand",Updated On :05 Nov 2023 | 11:37 PMIST
"Govt approves extension of Bank of Maharashtra, Central Bank MDs' tenure",Updated On :05 Nov 2023 | 9:17 PMIST
Citi Bank CEO weighs shutting municipal-bond trading business: Report,Updated On :03 Nov 2023 | 11:15 PMIST
"RBI slaps penalty on PNB, Federal Bank, 2 other entities for non-compliance",Updated On :03 Nov 2023 | 10:23 PMIST
Lenders prefer salaried individuals with steady income for personal loans,Updated On :02 Nov 2023 | 11:27 AMIST
Unsecured retail loans burgeoned on banks' books in Covid-19's aftermath,Updated On :01 Nov 2023 | 11:06 PMIST
"Merger with Fincare to help enter MFI segment, southern markets: AU SFB",Updated On :31 Oct 2023 | 11:43 PMIST
BS BFSI Insight Summit: SBI to drive in with Yono 2.0 in nine months,Updated On :31 Oct 2023 | 10:17 PMIST
Payment is not like sending a chat message or Insta post: PhonePe's Nigam,Updated On :31 Oct 2023 | 12:17 AMIST
"BFSI, oil & gas sectors key drivers of India Inc earnings as IT slips",Updated On :30 Oct 2023 | 11:39 PMISTPremium
"BS BFSI Summit: Savers are slowly understanding MFs, says K V Kamath",Updated On :30 Oct 2023 | 11:35 PMIST
"Some NBFCs are bigger than many banks, says CEO Aditya Birla Finance",Updated On :30 Oct 2023 | 4:46 PMIST
"HDFC Bank 2.0 under Sashidhar Jagdishan: Steady beginning, miles to go",Updated On :29 Oct 2023 | 10:39 PMISTPremium
Reserve Bank of India may conduct OMO auction in first week of Nov,Updated On :29 Oct 2023 | 8:04 PMIST
Axis Bank aims to augment small-ticket loans this year: MD & CEO Chaudhry,Updated On :27 Oct 2023 | 6:43 PMIST
Indian Overseas Bank net profit rises 25% to Rs 625 cr in Sept quarter,Updated On :27 Oct 2023 | 2:00 PMIST
RBI plans to bar outsourcing of know-your customer compliance norms,Updated On :27 Oct 2023 | 12:15 AMIST
"SBI mulls to raise up to Rs 10,000 cr tier-II bond issue next week",Updated On :26 Oct 2023 | 9:03 PMIST
MoS Finance urges pvt banks to push govt's financial inclusion programmes,Updated On :19 Oct 2023 | 10:58 PMIST
HDFC Bank distributes Rs 42 cr to fractional shareholders of HDFC Ltd,Updated On :19 Oct 2023 | 10:35 PMIST
Banks well placed to withstand trading losses due to hardening yields: RBI,Updated On :19 Oct 2023 | 9:37 PMIST
"Banking liquidity moves to surplus due to govt spending, RBI concerned",Updated On :18 Oct 2023 | 11:37 PMIST
Bandhan Bank Q2 results: Net profit rises to Rs 721cr on loan portfolio,Updated On :18 Oct 2023 | 11:34 PMIST
Reliance Industries' luxury real estate bet gets HSBC financing boost,Updated On :18 Oct 2023 | 10:40 PMIST
IndusInd Bank Q2 results: Net profit jumps 22% on robust growth in loans,Updated On :18 Oct 2023 | 4:43 PMIST
"RBI imposes fines on Kotak Mahindra Bank, ICICI Bank for violating norms",Updated On :17 Oct 2023 | 10:36 PMIST
"HDFC Bank's bad loan jumps, margin narrows post-merger, Q2 profit up 50.6%",Updated On :16 Oct 2023 | 11:17 PMIST
Federal Bank reported its highest-ever quarterly net profit in Q2 FY24,Updated On :16 Oct 2023 | 11:00 PMIST
"Bank of Maha Q2 net up 72% at Rs 920 cr, rules out equity capital offering",Updated On :16 Oct 2023 | 10:58 PMIST
North East Small Finance Bank to sell over Rs 600 crore stressed assets,Updated On :15 Oct 2023 | 10:14 PMIST
"IDBI Bank has deferred tax assets of Rs 11,520 cr, 120 properties: Govt",Updated On :15 Oct 2023 | 3:47 PMIST
Indian banks are facing a higher risk of defaults from unsecured loans: UBS,Updated On :13 Oct 2023 | 10:22 PMIST
Three banks raise deposit interest rates in a bid to meet credit demand,Updated On :13 Oct 2023 | 10:15 PMIST
ED attaches assets over Rs 57 cr in Karuvannur bank money laundering case,Updated On :13 Oct 2023 | 9:02 PMIST
Citigroup profit holds steady in Q3 as investment banking fees jump,Updated On :13 Oct 2023 | 6:14 PMIST
State-run banks to lower bond purchases as liquidity tightens: Officials,Updated On :13 Oct 2023 | 5:18 PMIST
"HDFC AMC Q2 results: Net profit rises 20% to Rs 436.5 cr, revenue grows",Updated On :12 Oct 2023 | 11:49 PMIST
RBI likely to complete vetting bidders for IDBI Bank by October-end,Updated On :12 Oct 2023 | 11:24 PMIST
Banks urge RBI to set up liquidity window for financing of startups,Updated On :12 Oct 2023 | 11:24 PMIST
RBI starts pilot programme for wholesale digital rupee in call money market,Updated On :12 Oct 2023 | 11:18 PMIST
Bank of Maharashtra increases lending rate by 10 bps for select tenure,Updated On :12 Oct 2023 | 10:05 PMIST
"BoM hikes fixed deposit rates up to 125 bps, to be effective from Oct 12",Updated On :11 Oct 2023 | 9:18 PMIST
Banks raise Certificate of deposit by 20 bps in Oct to cater credit demand,Updated On :11 Oct 2023 | 7:48 PMIST
BoB announces increased interest rates on domestic retail term deposits,Updated On :11 Oct 2023 | 6:21 PMIST
RBI to extend PCA supervisory norms to govt-owned NBFCs from October 2024,Updated On :10 Oct 2023 | 11:22 PMIST
Banks turning to SDF over liquidity mismatch and 24x7 RTGS facility,Updated On :10 Oct 2023 | 10:59 PMISTPremium
Indian banks pursue unpaid loans by Singapore's GVK in British court,Updated On :10 Oct 2023 | 9:13 PMIST
Federal Bank to stop funding for thermal power projects by 2030: Official,Updated On :09 Oct 2023 | 9:34 PMIST
Rupee-denominated green bonds to pick pace from FY24: SBI's Dinesh Khara,Updated On :09 Oct 2023 | 8:37 PMIST
"RBI increases monetary ceiling of gold loans to Rs 400,000 for UCBs",Updated On :09 Oct 2023 | 6:35 PMIST
India gets 5th set of Swiss bank details under info exchange framework,Updated On :09 Oct 2023 | 3:50 PMIST
SBI borrowers to get special credits for green initiatives: Chairman,Updated On :09 Oct 2023 | 2:49 PMIST
"Select unsecured loans up by nearly Rs 7 trillion since 2019, shows data",Updated On :08 Oct 2023 | 11:19 PMISTPremium
Govt clears appointments of 12 executive directors for state-owned banks,Updated On :08 Oct 2023 | 3:40 PMIST
Reserve Bank of India's lens on rising unsecured loans in banking system,Updated On :06 Oct 2023 | 11:51 PMIST
Only no objection certificate given for NE SFB-Slice merger proposal: RBI,Updated On :06 Oct 2023 | 9:02 PMIST
Small finance banks see double-digit growth in advances & deposits in Q2,Updated On :05 Oct 2023 | 10:31 PMIST
"Banks to report healthy bottom line on high credit growth, low credit costs",Updated On :05 Oct 2023 | 9:41 PMIST
Banking fintech MobiKwik posts second quarter of PAT at Rs 5 crore,Updated On :05 Oct 2023 | 9:15 PMIST
SBI launches 'Mobile Handheld Device' for convenience to customers,Updated On :05 Oct 2023 | 7:53 PMIST
Search for unclaimed deposits in 30 banks available on UDGAM: RBI,Updated On :05 Oct 2023 | 7:11 PMIST
"Goldman Sachs plans expansion in India, opens new GCC hub in Hyderabad",Updated On :05 Oct 2023 | 5:43 PMIST
"Banks continue to struggle for CASA share in Q2, challenge to remain in H2",Updated On :04 Oct 2023 | 11:10 PMIST
"IndusInd Bank launches digital banking app, aims 10 mn customers in 3 years",Updated On :04 Oct 2023 | 6:39 PMIST
Fintech unicorn Slice announces merger with North East Small Finance Bank,Updated On :04 Oct 2023 | 4:08 PMIST
UPI-based ATMs will not replace conventional ATMs; both will co-exist,Updated On :02 Oct 2023 | 11:14 PMISTPremium
Customers can now choose from multiple card networks from October 1,Updated On :30 Sep 2023 | 12:01 AMIST
Banks stare at treasury losses in second quarter as bond yields harden,Updated On :29 Sep 2023 | 9:55 PMIST
"Nabard plans to raise Rs 5,000 crore through green bonds in H2FY24",Updated On :29 Sep 2023 | 7:57 PMIST
IFC gets approval from RBI to raise stake in Federal Bank to 9.7%,Updated On :29 Sep 2023 | 4:02 PMIST
AU SFB to Ujjivan SFB: Where do small finance banks go from here?,Updated On :28 Sep 2023 | 11:52 PMISTPremium
"Depositors' trust is with banks, not fintech cos: Mastercard India chief",Updated On :28 Sep 2023 | 11:19 PMIST
Insolvency and Bankruptcy Board clarifies calculation of liquidator's fees,Updated On :28 Sep 2023 | 10:34 PMIST
India's bank credit growth likely to moderate to 13-13.5% in FY24: CRISIL,Updated On :28 Sep 2023 | 4:45 PMIST
