Headline,Date
CNG sedans gain popularity in India as consumers shift to cleaner fuels,Updated On :17 Nov 2024 | 10:48 PMISTPremium
"Citing 'disparity', Electric two-wheeler manufacturers call for GST reforms",Updated On :31 Mar 2024 | 10:59 PMISTPremium
Only 5% looking to buy 4-wheeler may purchase EV this year: Survey,Updated On :31 Mar 2024 | 7:50 PMIST
New Rs 500 crore scheme to promote e-mobility kicks in from Monday,Updated On :31 Mar 2024 | 6:33 PMIST
Luxury car sales could breach 50K mark for first time ever: Audi India head,Updated On :31 Mar 2024 | 11:38 AMIST
US probes complaints of Ford pickups downshifting without warning,Updated On :30 Mar 2024 | 7:27 AMIST
India's share in global electric PV market may rise to 7% by 2040,Updated On :29 Mar 2024 | 11:12 PMISTPremium
Ceat MD Arnab Banerjee takes over ATMA chairmanship from JK Tyre MD,Updated On :29 Mar 2024 | 6:11 PMIST
A smooth ride: Electric 2-wheeler registrations cross 100K in a month again,Updated On :29 Mar 2024 | 12:27 AMISTPremium
Craze for SUVs too shall pass in years to come: Maruti's R C Bhargava,Updated On :28 Mar 2024 | 11:27 PMIST
"Xiaomi launches electric vehicle SU7 in China, starts from $30,000",Updated On :28 Mar 2024 | 11:17 PMIST
"Zetwerk bags order from Indian Oil to set up over 1,400 EV fast chargers",Updated On :28 Mar 2024 | 3:05 PMIST
Toyota Kirloskar Motor to raise prices on select vehicles from April 1,Updated On :28 Mar 2024 | 2:56 PMIST
"Toyota's global sales slip 7% in Feb, led by slumps in China, Japan",Updated On :28 Mar 2024 | 10:45 AMIST
Electric two-wheeler companies to bear the brunt of paused FAME sops,Updated On :27 Mar 2024 | 10:43 PMISTPremium
"Renault Nissan JV to launch four new products, expand product portfolio",Updated On :27 Mar 2024 | 5:46 PMIST
Nissan will invest in Renault EV unit even though IPO scrapped: CEO,Updated On :27 Mar 2024 | 4:17 PMIST
Chinese EV makers show latest models at Bangkok International Motor Show,Updated On :27 Mar 2024 | 11:50 AMIST
South Korea's Hyundai Motor Group to invest $51 bn won over 3 years,Updated On :27 Mar 2024 | 8:04 AMIST
Daimler India Commercial Vehicles looks to drive in 14 models in 2024,Updated On :26 Mar 2024 | 11:22 PMIST
Daimler India CV posts record sales in 2023 boosting growth in revenue,Updated On :26 Mar 2024 | 4:37 PMIST
Nissan Motor plans to launch three all-new models in India by FY26,Updated On :26 Mar 2024 | 4:20 PMIST
"BYD takes on EV laggards Toyota, VW with aggressive China price cuts",Updated On :25 Mar 2024 | 10:46 AMIST
Govt's big bet on Musk's Tesla 'gigafactories' in India might just work,Updated On :25 Mar 2024 | 7:16 AMIST
German carmaker Volkswagen to tap demand for performance-oriented vehicles,Updated On :24 Mar 2024 | 11:10 PMIST
India's push for EVs may lead to entry of Chinese firms in mkt: GTRI,Updated On :24 Mar 2024 | 10:38 PMIST
Auto players line up array of new EV models in coming years on govt push,Updated On :24 Mar 2024 | 11:28 AMIST
"Maruti to recall 16,000 units of Baleno, WagonR over faulty fuel pump motor",Updated On :22 Mar 2024 | 6:40 PMIST
Kia India to increase prices of vehicles by up to 3% from April 1,Updated On :21 Mar 2024 | 5:57 PMIST
"Audi to drive in over 20 new models by 2025-end, says CEO Gernot Dollner",Updated On :19 Mar 2024 | 6:36 PMIST
Ashok Leyland partners with Minus Zero to develop self-driving trucks,Updated On :19 Mar 2024 | 11:51 AMIST
Auto component makers to gain from new 4-wheeler electric vehicle policy,Updated On :19 Mar 2024 | 12:12 AMISTPremium
New EV policy to help launch many premium-quality SUVs: VinFast Auto,Updated On :18 Mar 2024 | 11:10 PMIST
Uttar Pradesh govt invites private players to invest in e-mobility market,Updated On :18 Mar 2024 | 5:54 PMIST
Auto companies target smaller towns as rural sales growth beats urban,Updated On :17 Mar 2024 | 11:56 PMISTPremium
India opens doors for global EV makers; scheme to help USA's Tesla,Updated On :15 Mar 2024 | 11:35 PMIST
New scheme for electric vehicles may put global majors in fast lane,Updated On :15 Mar 2024 | 11:11 PMISTPremium
"Initial cost of e2W may rise 10% due to reduced subsidy, says ICRA",Updated On :15 Mar 2024 | 10:52 PMIST
India approves new EV policy in boost to Tesla's market entry plans,Updated On :15 Mar 2024 | 2:36 PMIST
Nissan considering business partnership with Honda to make key EV parts,Updated On :15 Mar 2024 | 12:56 PMIST
Manufacturers of electric vehicles lukewarm to new subsidy scheme,Updated On :15 Mar 2024 | 12:07 AMIST
Vehicle thefts in India up 2.5x in 2023; New Delhi tops list: Report,Updated On :14 Mar 2024 | 12:59 AMIST
MSIL would have faced capacity hurdle without rail infra: Executive,Updated On :12 Mar 2024 | 11:23 PMIST
"Domestic passenger vehicle sales rise 11% in February, shows Siam data",Updated On :12 Mar 2024 | 11:22 PMIST
FAME scheme extension plan may be on Union Cabinet agenda tomorrow,Updated On :12 Mar 2024 | 10:48 PMIST
First-time car buyers now choosing SUVs: Hyundai India COO Tarun Garg,Updated On :11 Mar 2024 | 10:03 PMIST
Polls may rev up 2-wheeler sales but passenger vehicles likely to be a drag,Updated On :10 Mar 2024 | 11:54 PMISTPremium
Shut OLX Auto due to focus on profitable growth: CarTrade's Aneesha Menon,Updated On :10 Mar 2024 | 10:43 PMISTPremium
Centre's new regulations bring cheer to owners of vintage cars in India,Updated On :10 Mar 2024 | 9:15 PMIST
"End of the road for FAME-II scheme for EVs drives up e2W, e3W demand",Updated On :09 Mar 2024 | 12:22 AMISTPremium
"Ducati releases date to launch Streetfighter V4 S in India, check details",Updated On :08 Mar 2024 | 5:45 PMIST
"Auto retail sales jump 13%, PV sales scale record high in February",Updated On :07 Mar 2024 | 11:49 PMIST
Passenger vehicles industry estimated to grow up to 9% this fiscal: ICRA,Updated On :07 Mar 2024 | 5:48 PMIST
Govt denies reports of extension of EV subsidy scheme FAME-II beyond Mar 31,Updated On :07 Mar 2024 | 3:58 PMIST
"BYD plans to cover 90% of India's EV market in 2024, to target major towns",Updated On :05 Mar 2024 | 5:26 PMIST
"Tata Motors, M&M, Ola Electric to get double benefit of auto PLI, FAME",Updated On :04 Mar 2024 | 9:56 PMISTPremium
Car leasing player Avyens eyes 8-10 per cent fleet growth in 2024,Updated On :04 Mar 2024 | 1:00 AMIST
India's used car market size to touch $100 bn mark by 2034: CARS4's Chopra,Updated On :03 Mar 2024 | 12:25 PMIST
Electric two wheeler volume remains flat despite sharp price cuts,Updated On :01 Mar 2024 | 11:18 PMIST
SUVs power best ever car sales for February; two-wheeler sales rise,Updated On :01 Mar 2024 | 11:16 PMIST
Planning to purchase a car this Holi? Here are the best loan rates,Updated On :01 Mar 2024 | 2:06 PMIST
"India key to Skoda Auto's global expansion, says CEO Klaus Zellmer",Updated On :27 Feb 2024 | 2:25 PMIST
"SUV share in total PV sales may rev up to 62% by FY25, says CRISIL",Updated On :26 Feb 2024 | 11:32 PMIST
Centre propose amendment in CMVR rules related to LPG retrofitting,Updated On :26 Feb 2024 | 11:21 PMIST
"China's BYD unveils 1st supercar Yangwang U9, rival to Ferrari, Lamborghini",Updated On :26 Feb 2024 | 2:50 PMIST
Female workforce grows in automotive manufacturing as tech adoption surges,Updated On :26 Feb 2024 | 9:21 AMIST
"VinFast kicks off Tamil Nadu unit construction, seeks cut in import duty",Updated On :25 Feb 2024 | 7:17 PMIST
PV industry growth likely to moderate to less than 5% in FY25: Tata Motors,Updated On :25 Feb 2024 | 11:06 AMIST
"Tractor sales drop by 4% in FY24, signalling rural economic trouble",Updated On :23 Feb 2024 | 9:49 AMIST
"Kawasaki Ninja 500 launched in India, price begins at Rs 5.24 lakh",Updated On :22 Feb 2024 | 2:44 PMIST
Govt hits 79% of revised EV targets under FAME II as of February 18,Updated On :22 Feb 2024 | 12:44 AMIST
Wireless charging for electric vehicles getting closer to reality: Report,Updated On :21 Feb 2024 | 11:58 PMIST
"JSW Group, Volkswagen in talks for electric vehicle joint venture in India",Updated On :20 Feb 2024 | 2:40 PMIST
Renault India partners BLS E-Services for enhancing sales in rural market,Updated On :20 Feb 2024 | 1:45 PMIST
40% consumers want EV range to be above 400 kms per charge: Deloitte survey,Updated On :20 Feb 2024 | 12:07 AMIST
Is 2024 the year when electric cars finally come to the automotive party?,Updated On :19 Feb 2024 | 11:03 PMISTPremium
Mitsubishi to enter Indian car market with over 30% stake in TVS Mobility,Updated On :19 Feb 2024 | 9:10 AMIST
"Harley-Davidson, Triumph blaze a trail, give Royal Enfield a tough ride",Updated On :18 Feb 2024 | 9:54 PMIST
Expect 2W industry to see double-digit revenue growth: Hero MotoCorp,Updated On :18 Feb 2024 | 11:47 AMIST
"Hyundai recalls more than 90,000 Genesis vehicles in US due to fire risk",Updated On :16 Feb 2024 | 11:41 PMIST
"UP emerges as top state in total vehicle sales, Maharashtra 2nd: SIAM",Updated On :16 Feb 2024 | 11:35 PMIST
India outpaces peers in light vehicle sales growth: S&P Global Mobility,Updated On :16 Feb 2024 | 11:34 PMISTPremium
"Ola Electric slashes prices of three S1 models by up to Rs 25,000",Updated On :16 Feb 2024 | 11:16 PMIST
"CV growth worries, sustainable margin gains key concerns for Bosch",Updated On :16 Feb 2024 | 10:27 PMISTPremium
Royal Enfield partners with K-Rides Motosiklet to enter Turkiye market,Updated On :16 Feb 2024 | 7:03 PMIST
"BYD to launch Seal EV Sedan in India on March 5, check full update here",Updated On :16 Feb 2024 | 3:26 PMIST
"Ola Electric cuts its scooter prices by up to Rs 25,000. Details here",Updated On :16 Feb 2024 | 2:25 PMIST
"Mahindra & Mahindra to use Volkswagen electric components, battery cells",Updated On :16 Feb 2024 | 11:38 AMIST
Tata group considering spinoff of battery business Agratas Energy Storage,Updated On :15 Feb 2024 | 7:09 PMIST
Tractor industry sales likely to dip 5% due to agri activities slowdown,Updated On :14 Feb 2024 | 11:17 PMIST
Commercial vehicle sales likely to enter into a downcycle in 2024-25,Updated On :14 Feb 2024 | 11:00 PMIST
Bike taxis get Centre's legal kick-start paving way for new riding option,Updated On :14 Feb 2024 | 10:59 PMIST
"Passenger vehicles wholesales grow 14% in Jan, retail catches up",Updated On :14 Feb 2024 | 10:57 PMIST
"Passenger vehicle wholesales clock record 393,074 units in Jan, up by 14%",Updated On :14 Feb 2024 | 4:32 PMIST
"Mahindra & Mahindra's Q3 result: Profits up 60%, miss expectatios",Updated On :14 Feb 2024 | 4:15 PMIST
Eye on affordability? Tata Motors latest to slash prices of electric cars,Updated On :14 Feb 2024 | 12:11 AMIST
"Eicher Motors Q3 results: Profit up 34% at Rs 996 cr, beats estimates",Updated On :13 Feb 2024 | 11:47 PMIST
"Auto components sector growth may ease to 5-7% in FY25, says ICRA",Updated On :13 Feb 2024 | 11:28 PMIST
In the fast lane: Retail car sales hit a record in Jan on wedding demand,Updated On :13 Feb 2024 | 11:18 PMIST
"President, chairman of scandal-hit Daihatsu unit to step down, says Toyota",Updated On :13 Feb 2024 | 1:20 PMIST
Tata cuts EV prices by up to Rs 1.2 L to pass on battery price reduction,Updated On :13 Feb 2024 | 11:38 AMIST
"Top 5 SUVs sold in January 2024, Tata Punch tops chart; check the full list",Updated On :12 Feb 2024 | 5:57 PMIST
Expect some impact on costs due to ongoing Red Sea crisis: Maruti Suzuki,Updated On :11 Feb 2024 | 11:09 PMIST
"Red Sea crisis disrupts Audi India's supply chain, firm eyes recovery soon",Updated On :11 Feb 2024 | 11:07 PMIST
"Jindal-owned JSW plans to produce EVs in Rs 40,000 cr investment push",Updated On :11 Feb 2024 | 11:05 PMIST
Ashok Leyland progressing in network expansion in North & East: Official,Updated On :11 Feb 2024 | 11:33 AMIST
EV two-wheeler sales breach FY23 figures despite cut in FAME-II subsidy,Updated On :09 Feb 2024 | 5:15 PMIST
Honda results: Profit up 3.5% in Dec quarter on back of strong US demand,Updated On :09 Feb 2024 | 12:05 AMIST
"After brisk start, electric vehicle penetration loses momentum in FY24",Updated On :08 Feb 2024 | 11:22 PMISTPremium
Declining raw material prices help to boost tyre makers' profitability,Updated On :07 Feb 2024 | 11:33 PMIST
Tax implications likely to influence Hyundai's decision to list Indian arm,Updated On :07 Feb 2024 | 11:13 PMISTPremium
Toyota Motor hikes annual profit forecast after Q3 beats expectations,Updated On :07 Feb 2024 | 12:09 AMIST
Toyota boosts spending on EV production in United States by $1.3 billion,Updated On :06 Feb 2024 | 11:00 PMIST
"General Motors recalls 323,000 pickup trucks in US because of glitch",Updated On :06 Feb 2024 | 7:41 PMIST
"Honda Motor to recall over 750,000 vehicles in United States: NHTSA",Updated On :06 Feb 2024 | 5:00 PMIST
Bullish on India; luxury car penetration expected to remain low: Audi,Updated On :06 Feb 2024 | 11:17 AMIST
Hybrid vehicles seen racing ahead in auto battle on possible tax sop,Updated On :06 Feb 2024 | 12:36 AMISTPremium
"Only 38% of Fame 2 subsidy used so far in FY24, shows govt data",Updated On :06 Feb 2024 | 12:06 AMIST
Hyundai Motor India may launch India's largest IPO ever this Diwali,Updated On :05 Feb 2024 | 9:43 AMIST
Tata Motors shifts into high gear with Jaguar Land Rover at the wheel,Updated On :04 Feb 2024 | 9:02 PMISTPremium
Ashok Leyland hands over keys of Boss Electric truck to Billion E-Mobility,Updated On :03 Feb 2024 | 3:32 PMIST
BMW eyes India's emerging electric car mkt with focus on affluent consumers,Updated On :03 Feb 2024 | 12:05 PMIST
"India's PV sales to slow down in FY25, EV market to be steady: ICRA to Siam",Updated On :03 Feb 2024 | 12:20 AMIST
"Citroen to add more safety features, plans to come with six airbags",Updated On :02 Feb 2024 | 3:26 PMIST
Volkswagen Group's India unit looking to introduce entry-level electric SUV,Updated On :02 Feb 2024 | 11:53 AMIST
Automakers post highest ever monthly passenger vehicle wholesales in Jan,Updated On :02 Feb 2024 | 1:30 AMIST
"TVS Motor vehicle sales grow 23% to 339,513 units in January 2024",Updated On :01 Feb 2024 | 10:36 PMIST
"Ashok Leyland total vehicle sales decline by 7% to 15,939 units in January",Updated On :01 Feb 2024 | 5:46 PMIST
"Maruti Suzuki's total vehicle sales rise 5% at 199,364 units in January",Updated On :01 Feb 2024 | 4:08 PMIST
"M&M January sales: Total vehicle sales rise 15%, reach 73,944 units",Updated On :01 Feb 2024 | 11:51 AMIST
"Bharat Mobility Global Expo 2024: Venue, dates, tickets details here",Updated On :01 Feb 2024 | 10:45 AMIST
Mercedes-Benz launches its most affordable SUV in India: Check price here,Updated On :01 Feb 2024 | 9:59 AMIST
"Maruti Suzuki Q3FY24 result: Net profit rises 33% to Rs 3,206.8 crore",Updated On :31 Jan 2024 | 2:34 PMIST
PM Narendra Modi set to inaugurate India's first global mobility expo,Updated On :31 Jan 2024 | 12:22 AMIST
"Discounts fail to fire up electric 2-wheeler sales in January, shows data",Updated On :30 Jan 2024 | 11:35 PMISTPremium
"Incumbents strike back: How will electric 2W game play out for Ola, others?",Updated On :30 Jan 2024 | 10:55 PMISTPremium
Test cheating probe Toyota plant raided on 11.2 mn vehicles sales claim,Updated On :30 Jan 2024 | 3:50 PMIST
"60 battery, EV infra cos to participate in Bharat Mobility Global Expo",Updated On :29 Jan 2024 | 8:35 PMIST
Domestic auto component aftermarket to touch $14 billion mark: Report,Updated On :29 Jan 2024 | 5:18 PMIST
Hybrid vehicles practical solution for decarbonisation drive: Report,Updated On :29 Jan 2024 | 4:02 PMIST
"Auto cos seek continued push to green mobility, infra development in Budget",Updated On :28 Jan 2024 | 11:49 AMIST
"Hero Xtreme 125R launched in India; check price, features, and more",Updated On :25 Jan 2024 | 4:25 PMIST
"Loans for purchasing cars a rising trend in India, finds Jato Dynamics",Updated On :25 Jan 2024 | 6:50 AMISTPremium
Passenger vehicle volumes expected to log 8-10% growth in FY24: Report,Updated On :24 Jan 2024 | 11:46 PMIST
Result preview: Auto Inc may ride on strong revenue growth in Dec qtr,Updated On :23 Jan 2024 | 11:01 PMISTPremium
Passenger vehicle segment to see record 18-20% growth in FY24: Report,Updated On :23 Jan 2024 | 4:40 PMIST
"Hero forays into mid-weight category with Mavrick 440: Check price, specs",Updated On :23 Jan 2024 | 2:44 PMIST
"Suzuki Motorcycle India, SMFG India Credit Co partner for vehicle finance",Updated On :23 Jan 2024 | 11:31 AMIST
BNC Motors plans to expand dealership network to over 300 outlets this year,Updated On :22 Jan 2024 | 7:00 PMIST
"Tesla price cuts, delivery plan, CEO pay in focus ahead of results",Updated On :22 Jan 2024 | 4:51 PMIST
Ather Energy announces its new family-oriented electric scooter 'Rizta',Updated On :22 Jan 2024 | 11:10 AMIST
Average selling price of passenger vehicles in India up by 50% in 5 years,Updated On :21 Jan 2024 | 11:37 PMIST
"Hyundai buys GM's Talegaon plant, will invest Rs 6,000 cr in Maharashtra",Updated On :19 Jan 2024 | 11:39 PMIST
Ford reduces production of F-150 Lightning pickup truck as EV demand slows,Updated On :19 Jan 2024 | 7:57 PMIST
Subsidy withdrawal on EVs may lead to stagnated growth: Ather Energy CEO,Updated On :19 Jan 2024 | 2:08 PMIST
Rolls-Royce Spectre EV to debut in India on Jan 19; all details inside,Updated On :19 Jan 2024 | 1:49 PMIST
"Retrofitting saves 29% for buses, 24% for trucks compared to new EVs",Updated On :18 Jan 2024 | 7:56 PMIST
Mahindra expects to sustain growth momentum in SCV segment in FY25,Updated On :18 Jan 2024 | 5:05 PMIST
"Bounce Infinity partners with SUN Mobility to deploy 30,000 e-scooters",Updated On :18 Jan 2024 | 5:04 PMIST
Govt yet to decide on lower import taxes on EVs as local cos resist Tesla,Updated On :18 Jan 2024 | 4:13 PMIST
Govt may support initiatives to retrofit old vehicles into EVs: Report,Updated On :18 Jan 2024 | 2:49 PMIST
Govt to examine demands for inclusion of more components in Auto PLI: Min,Updated On :17 Jan 2024 | 11:10 AMIST
Panel to examine industry's components inclusion demand in Auto PLI,Updated On :16 Jan 2024 | 10:57 PMIST
Auto sector will contribute to India's rise as 3rd largest economy: Pandey,Updated On :16 Jan 2024 | 10:56 PMIST
FASTags with incomplete KYC to be deactivated after Jan: How to update info,Updated On :16 Jan 2024 | 4:55 PMIST
Hyundai expects SUVs to account for 65% of its total volumes in 2024,Updated On :16 Jan 2024 | 3:42 PMIST
Maruti Suzuki India hikes prices by around 0.45% across models from Jan 16,Updated On :16 Jan 2024 | 1:45 PMIST
Automobile major Maruti Suzuki hikes prices by 0.45% across models,Updated On :16 Jan 2024 | 12:20 PMIST
"Volkswagen Group's auto sales up 8% in India, reached 145,713 units in 2023",Updated On :16 Jan 2024 | 10:15 AMIST
Toyota aims to produce about 10.3 million vehicles globally in 2024,Updated On :15 Jan 2024 | 8:11 PMIST
Hyundai Motor to spend $845 million fixing Talegaon plant bought from GM,Updated On :15 Jan 2024 | 7:40 PMIST
Hyundai Motor to spend $845 million fixing Talegaon plant bought from GM,Updated On :15 Jan 2024 | 6:19 PMIST
Luxury carmaker Volvo hikes combustion engine vehicle prices by 2%,Updated On :15 Jan 2024 | 5:29 PMIST
"All new Jawa 350 launched in India, booking begins at Rs 5000, check detail",Updated On :15 Jan 2024 | 5:08 PMIST
"ETO Motors bags order to deploy 500 EV 3-wheelers in UP, focus on Ayodhya",Updated On :15 Jan 2024 | 11:54 AMIST
Bengaluru pips Delhi in terms of highest number of private cars in India,Updated On :14 Jan 2024 | 11:55 PMIST
Auto exports dip 21% in 2023 as markets abroad face monetary crisis: Siam,Updated On :14 Jan 2024 | 11:39 AMIST
Domestic two-wheeler sales zoomed 9% in 2023 fuelled by rural demand uptick,Updated On :13 Jan 2024 | 12:02 AMIST
Tenders floated to procure e-buses under Central scheme: Hardeep Puri,Updated On :12 Jan 2024 | 11:40 PMIST
"MG Motor launches Astor 2024 SUV with AI assistant, starting at Rs 9,98,000",Updated On :12 Jan 2024 | 2:02 PMIST
Govt's mission is to be world's top automobile manufacturing hub: Gadkari,Updated On :11 Jan 2024 | 5:10 PMIST
"Maruti to build second car plant in Gujarat, will invest Rs 35,000 cr",Updated On :10 Jan 2024 | 11:51 PMIST
Trade department backs lower tax on hybrid vehicles in green push,Updated On :10 Jan 2024 | 8:08 PMIST
"Japan's Suzuki to invest Rs 35,000 crore for second car plant in Gujarat",Updated On :10 Jan 2024 | 11:56 AMIST
"Renault plans 5 new cars in next 3 years, seeks regulatory clarity",Updated On :09 Jan 2024 | 10:39 PMIST
Electric vehicle sales jumps 49% to 1.52 million units in 2023: Fada,Updated On :09 Jan 2024 | 8:59 PMIST
"Tata Motors global wholesales up 9% to 338,177 units in December quarter",Updated On :09 Jan 2024 | 5:46 PMIST
"Renault plans 5 launches in 3 years, eyes double-digit sales growth in 2024",Updated On :09 Jan 2024 | 5:10 PMIST
Global electric vehicle market growth to slow this year on lower subsidies,Updated On :08 Jan 2024 | 11:31 PMIST
Vehicle scrappage policy key to cutting India steel sector emissions,Updated On :08 Jan 2024 | 9:54 PMIST
"Royal Enfield to invest Rs 3,000 cr in Tamil Nadu for product development",Updated On :08 Jan 2024 | 7:21 PMIST
"Mercedes Benz lines up Rs 200 cr investment, will launch over 12 products",Updated On :08 Jan 2024 | 3:33 PMIST
"Auto retail sales in India grew 21% in December, 11% in 2023: Fada",Updated On :08 Jan 2024 | 10:46 AMIST
Different shades: Black is the new white for car buyers in India,Updated On :07 Jan 2024 | 11:35 PMISTPremium
VinFast to come up with $2 bn integrated EV facility in Tamil Nadu,Updated On :06 Jan 2024 | 5:48 PMIST
"Swedish carmaker Volvo registers 31% jump in sales at 2,423 units in CY2023",Updated On :05 Jan 2024 | 10:30 PMIST
Electric vehicle penetration likely to fall short of govt's 2030 plan,Updated On :05 Jan 2024 | 10:26 PMISTPremium
UK looks for greater share in India auto sector under FTA: Official,Updated On :05 Jan 2024 | 9:45 PMIST
"'EV sales in India to grow at 35%, annual volumes may cross 27 mn by 2032'",Updated On :05 Jan 2024 | 6:39 PMIST
"German automobile major Audi's sales jump 89% to reach 7,931 units in 2023",Updated On :05 Jan 2024 | 12:21 PMIST
Tesla planning to bring in smaller batteries for its India car: Report,Updated On :05 Jan 2024 | 11:06 AMIST
"No reason for high tariffs on cars from UK, EU: Maruti Suzuki's RC Bhargava",Updated On :04 Jan 2024 | 11:49 PMISTPremium
All about upcoming car and bike launches in January 2024; details inside,Updated On :03 Jan 2024 | 6:42 PMIST
Delhi had highest share in total EV sales in country in December: Minister,Updated On :02 Jan 2024 | 8:52 PMIST
Tata Motors domestic sales rise 4% in Dec; EV sales rise 21% in Q3FY24,Updated On :02 Jan 2024 | 5:45 PMIST
Bajaj Auto logs 16% Y-o-Y boost in Dec sales on high domestic demand,Updated On :02 Jan 2024 | 5:43 PMIST
Govt extends PLI scheme for auto sector by a year with 'partial amendments',Updated On :01 Jan 2024 | 11:28 PMIST
"PV sales surge past 4 mn, fueled by SUV demand, record December wholesales",Updated On :01 Jan 2024 | 11:27 PMIST
"Deadline nearing, 70% of FAME target met, 1.22 mn vehicles supported so far",Updated On :01 Jan 2024 | 11:12 PMIST
"Festive cheer drives up TVS, Bajaj sales: Two-wheeler boom, export boost",Updated On :01 Jan 2024 | 10:13 PMIST
"PV sales touch record high in 2023 at 4.1 mn, SUVs continue strong growth",Updated On :01 Jan 2024 | 7:31 PMIST
"Honda Cars India domestic sales rise 12% to 7,902 units in December",Updated On :01 Jan 2024 | 7:11 PMIST
Over 2.5 mn vehicles registered in Maharashtra in '23; 7.91% rise in a year,Updated On :01 Jan 2024 | 7:00 PMIST
"Automobile major VECV sales grow over 11% to 8,026 units in Dec 2023",Updated On :01 Jan 2024 | 3:26 PMIST
"Hyundai Motor India total sales grew 9%, reached 765,786 units in 2023",Updated On :01 Jan 2024 | 2:41 PMIST
"Auto major Toyota Kirloskar Motor sales up 45% at 233,346 units in 2023",Updated On :01 Jan 2024 | 2:40 PMIST
Maruti Suzuki's total sales dip in December; exports in 2023 all-time-high,Updated On :01 Jan 2024 | 1:52 PMIST
M&M December sales: Domestic SUVs sales up 24% Y-o-Y on strong demand,Updated On :01 Jan 2024 | 11:56 AMIST
"MG Motor India posts 18% growth in retail sales at 56,902 units in 2023",Updated On :01 Jan 2024 | 11:55 AMIST
Delhi govt to extend its electric vehicle policy for another three months,Updated On :31 Dec 2023 | 8:34 PMIST
FAME III: India to replace 800k diesel buses with electric over 7 years,Updated On :29 Dec 2023 | 11:53 AMIST
"China's Xiaomi unveils first electric car, plans to become top automaker",Updated On :28 Dec 2023 | 11:27 PMIST
Govt 'very hopeful' of Tesla setting up plant in state: Guj Minister,Updated On :28 Dec 2023 | 10:47 PMIST
Xiaomi to reveal cutting-edge EV technology on December 28: Details here,Updated On :27 Dec 2023 | 6:02 PMIST
Maruti Suzuki Brezza sales cross 1 mn units since launch in March 2016,Updated On :27 Dec 2023 | 4:46 PMIST
Year ender 2023: Top auto launches of the year and what to expect in 2024,Updated On :27 Dec 2023 | 3:35 PMIST
EV industry set to end its best sales year in spite of subsidy cuts,Updated On :27 Dec 2023 | 6:43 AMISTPremium
Japan automakers to invest $4.3 bn in Thailand over 5 years: Thai govt,Updated On :25 Dec 2023 | 11:25 PMIST
"After an impressive festive season, car sales likely to cool down in Dec",Updated On :25 Dec 2023 | 12:06 PMIST
"Ola Electric's Rs 5,500 cr IPO to bolster its EV market, say experts",Updated On :24 Dec 2023 | 10:36 PMISTPremium
"Automakers gear for moderate sales after 2023, ready for more EV launches",Updated On :24 Dec 2023 | 12:10 PMIST
Cybertruck designer says Tesla stainless steel pickup is no experiment,Updated On :22 Dec 2023 | 11:47 PMIST
Tata inaugurates first EV-only stores in Gurugram; public opening on Jan 7,Updated On :22 Dec 2023 | 4:52 PMIST
"EU, UK approve 3-year postponement of tariffs on electric vehicles",Updated On :21 Dec 2023 | 11:28 PMIST
Honda to recall 2.5 million US vehicles over risks of fuel pump failure,Updated On :21 Dec 2023 | 10:49 PMIST
Electric cars expected to see volume growth of 30-40% in 2024: Chandra,Updated On :21 Dec 2023 | 10:34 PMISTPremium
"Auto sector to take a V-turn in FY25 on election winds, new models",Updated On :21 Dec 2023 | 10:27 PMIST
Tata Curvv to Harrier EV: Here are cars Tata Motors will launch in 2024,Updated On :21 Dec 2023 | 4:46 PMIST
Tata Motors expects best sales in 2024 on back of fresh portfolio,Updated On :21 Dec 2023 | 12:43 PMIST
Auto component industry's total sales grow 12.6% in first half of FY24,Updated On :20 Dec 2023 | 11:05 PMISTPremium
"Two wheeler year-end discounts flat, riding on inventory liquidation",Updated On :20 Dec 2023 | 11:01 PMISTPremium
Five Indian tyre makers ranked among global top 30 manufacturers: Report,Updated On :20 Dec 2023 | 7:14 PMIST
MHI introduces amendment to automobile wheel rim quality control order,Updated On :20 Dec 2023 | 4:41 PMIST
Tata Motors set to launch India's most-affordable electric SUV: Details,Updated On :20 Dec 2023 | 1:39 PMIST
More than 800k EVs registered between June and December 2023; up 19% YoY,Updated On :19 Dec 2023 | 5:01 PMIST
Govt considering termination of FAME subsidy for electric two-wheelers,Updated On :18 Dec 2023 | 10:48 AMIST
Gujarat attracting big investments since automobile sector took off in 2009,Updated On :17 Dec 2023 | 12:53 PMIST
Royal Enfield faces fresh challenge from Harley in India's biker paradise,Updated On :16 Dec 2023 | 7:10 AMIST
"Maruti Suzuki's 2024 launches: Know about new cars, prices, specs, and more",Updated On :15 Dec 2023 | 1:42 PMIST
"The new @UTO Motto: Why makers of 2-wheelers, cars are embracing ecommerce",Updated On :14 Dec 2023 | 4:01 PMISTPremium
India's light vehicle market fastest growing among top 10 markets: S&P,Updated On :14 Dec 2023 | 3:49 PMIST
"Audi, ChargeZone inaugurate ultra-fast charging station in Mumbai",Updated On :14 Dec 2023 | 2:34 PMIST
Volvo Car India to hike prices up to 2% from Jan due to rising input costs,Updated On :14 Dec 2023 | 12:56 PMIST
Tesla recalls over 2 mn vehicles for fixing autopilot monitoring system,Updated On :13 Dec 2023 | 11:21 PMIST
No proposal to provide subsidy on import duty on EVs into India yet: Govt,Updated On :13 Dec 2023 | 11:12 PMIST
